PROJECT	DDE_NUM	DDE_TYPE	DATE_CREATION	DATE_EN_AFFINAGE	DELAI	DDE_STATUT	DATE_CREATION	DATE_LAST_UPDATE
SJ	SJ-6	Sous-tâche	2017-02-09 14:40:22	NULL	NULL	À faire	2017-02-09 14:40:22	2017-02-09 14:40:22
SJ	SJ-7	Story	2017-02-09 16:00:54	2017-02-09 17:00:33	0	En Affinage	2017-02-09 16:00:54	2017-02-09 17:00:33
SJ	SJ-8	Bogue	2017-02-09 16:02:48	NULL	NULL	Nouveau	2017-02-09 16:02:48	2017-02-09 16:02:48
BOA	BOA-1417	Story	2017-02-10 11:52:13	NULL	NULL	Fermé	2017-02-10 11:52:13	2017-02-20 14:33:58
EXTR	EXTR-851	Story	2017-02-10 12:00:24	2017-02-10 16:38:43	0	En Affinage	2017-02-10 12:00:24	2017-02-20 14:34:20
BOA	BOA-1418	Bogue	2017-02-10 12:05:11	NULL	NULL	Nouveau	2017-02-10 12:05:11	2017-02-15 09:00:25
BOA	BOA-1419	Story	2017-02-10 12:16:25	2017-02-10 16:39:03	0	En Affinage	2017-02-10 12:16:25	2017-02-21 15:32:57
BOA	BOA-1420	Story	2017-02-10 13:14:41	2017-02-10 16:39:18	0	En Affinage	2017-02-10 13:14:41	2017-02-20 14:35:28
BOA	BOA-1421	Bogue	2017-02-10 14:43:28	NULL	NULL	Nouveau	2017-02-10 14:43:28	2017-02-15 09:00:25
ZMTR	ZMTR-518	Tâche	2017-02-13 08:50:12	NULL	NULL	Fait	2017-02-13 08:50:12	2017-02-16 13:56:45
ZMTR	ZMTR-519	Tâche	2017-02-13 08:54:03	NULL	NULL	À faire	2017-02-13 08:54:03	2017-02-13 08:54:03
IOT	IOT-20	Tâche	2017-02-13 09:07:01	NULL	NULL	En cours	2017-02-13 09:07:01	2017-02-27 16:00:28
IOT	IOT-21	Tâche	2017-02-13 09:07:36	NULL	NULL	En cours	2017-02-13 09:07:36	2017-02-24 12:24:54
IOT	IOT-22	Tâche	2017-02-13 09:08:02	NULL	NULL	En cours	2017-02-13 09:08:02	2017-02-24 12:25:35
LABS	LABS-48	Tâche	2017-02-13 11:13:47	NULL	NULL	Fait	2017-02-13 11:13:47	2017-02-20 10:16:36
LABS	LABS-49	Tâche	2017-02-13 11:21:06	NULL	NULL	Fait	2017-02-13 11:21:06	2017-02-20 09:33:32
LABS	LABS-50	Tâche	2017-02-13 11:52:41	NULL	NULL	Fait	2017-02-13 11:52:41	2017-02-14 18:34:36
BEA	BEA-1352	Sous-tâche	2017-02-13 12:21:01	NULL	NULL	Fait	2017-02-13 12:21:01	2017-02-13 12:31:33
BEA	BEA-1353	Sous-tâche	2017-02-13 12:21:29	NULL	NULL	Fait	2017-02-13 12:21:29	2017-02-13 12:31:37
BEA	BEA-1354	Sous-tâche	2017-02-13 12:21:56	NULL	NULL	Fait	2017-02-13 12:21:56	2017-02-13 12:32:06
ST	ST-31	Epic	2017-02-13 13:22:47	NULL	NULL	À faire	2017-02-13 13:22:47	2017-02-13 13:23:17
ST	ST-32	Epic	2017-02-13 13:42:52	NULL	NULL	À faire	2017-02-13 13:42:52	2017-02-13 13:43:07
BEA	BEA-1355	Story	2017-02-13 13:43:07	2017-02-13 13:43:35	0	Prêt	2017-02-13 13:43:07	2017-02-28 15:49:40
BEA	BEA-1356	Bogue	2017-02-13 17:17:40	2017-02-13 17:17:46	0	Fermé	2017-02-13 17:17:40	2017-02-24 10:41:22
ZMTR	ZMTR-520	Tâche	2017-02-14 09:22:46	NULL	NULL	En cours	2017-02-14 09:22:46	2017-02-24 12:24:34
EXTR	EXTR-852	Story	2017-02-14 10:42:12	NULL	NULL	Nouveau	2017-02-14 10:42:12	2017-02-14 10:42:12
IOT	IOT-23	Tâche	2017-02-15 10:12:11	NULL	NULL	En cours	2017-02-15 10:12:11	2017-02-23 16:28:47
EXTR	EXTR-853	Bogue	2017-02-15 11:38:26	2017-02-15 11:57:17	0	En Affinage	2017-02-15 11:38:26	2017-02-15 11:57:17
EXTR	EXTR-854	Bogue	2017-02-15 12:17:28	2017-02-15 12:58:39	0	Prêt	2017-02-15 12:17:28	2017-02-27 18:12:11
EXTR	EXTR-855	Bogue	2017-02-15 17:23:39	2017-02-22 12:42:34	7	Vérifié	2017-02-15 17:23:39	2017-03-02 14:22:12
BEA	BEA-1357	Sous-tâche	2017-02-16 10:19:28	NULL	NULL	Fait	2017-02-16 10:19:28	2017-03-01 15:20:19
BEA	BEA-1358	Story	2017-02-16 14:07:43	NULL	NULL	Nouveau	2017-02-16 14:07:43	2017-02-16 16:45:03
BEA	BEA-1359	Story	2017-02-16 16:44:32	NULL	NULL	Nouveau	2017-02-16 16:44:32	2017-02-16 16:44:32
SJ	SJ-9	Story	2017-02-16 16:51:20	2017-02-16 16:52:24	0	Prêt	2017-02-16 16:51:20	2017-02-16 19:04:08
BEA	BEA-1360	Story	2017-02-16 17:44:05	NULL	NULL	Nouveau	2017-02-16 17:44:05	2017-02-16 17:44:05
BI	BI-147	Story	2017-02-17 16:51:23	2017-02-17 16:52:54	0	En cours	2017-02-17 16:51:23	2017-03-02 11:55:44
EXTR	EXTR-856	Bogue	2017-02-17 17:18:32	2017-02-20 09:41:32	3	En Affinage	2017-02-17 17:18:32	2017-02-23 15:14:47
BOA	BOA-1423	Story	2017-02-21 09:18:44	NULL	NULL	Nouveau	2017-02-21 09:18:44	2017-02-21 09:22:38
BOA	BOA-1424	Story	2017-02-21 09:43:31	2017-02-21 09:43:37	0	Prêt	2017-02-21 09:43:31	2017-02-21 09:43:47
EXTR	EXTR-857	Bogue	2017-02-21 17:51:44	2017-02-22 08:58:48	1	En Affinage	2017-02-21 17:51:44	2017-02-22 08:59:24
LABS	LABS-51	Tâche	2017-02-21 18:09:38	NULL	NULL	À faire	2017-02-21 18:09:38	2017-02-21 18:11:32
LABS	LABS-52	Tâche	2017-02-21 18:11:16	NULL	NULL	À faire	2017-02-21 18:11:16	2017-03-01 10:41:21
WEB	WEB-257	Bogue	2017-02-22 09:02:09	NULL	NULL	Nouveau	2017-02-22 09:02:09	2017-02-22 09:12:37
EXTR	EXTR-858	Story	2017-02-22 11:00:16	2017-02-22 12:36:31	0	Vérifié	2017-02-22 11:00:16	2017-03-02 14:36:10
EXTR	EXTR-859	Bogue	2017-02-22 12:05:45	2017-02-22 12:26:58	0	Vérifié	2017-02-22 12:05:45	2017-03-02 14:28:30
EXTR	EXTR-860	Bogue	2017-02-22 13:40:29	2017-02-22 13:53:15	0	Vérifié	2017-02-22 13:40:29	2017-03-02 14:27:30
EXTR	EXTR-861	Bogue	2017-02-22 15:05:10	2017-02-27 11:19:09	5	Vérifié	2017-02-22 15:05:10	2017-03-02 14:26:21
EXTR	EXTR-862	Bogue	2017-02-22 17:54:20	2017-02-23 15:15:32	1	En Affinage	2017-02-22 17:54:20	2017-02-28 14:31:55
BEA	BEA-1361	Bogue	2017-02-24 09:11:18	2017-02-24 09:11:23	0	En cours	2017-02-24 09:11:18	2017-03-02 15:23:29
BEA	BEA-1362	Story	2017-02-24 09:24:01	2017-02-24 09:24:14	0	En Affinage	2017-02-24 09:24:01	2017-02-24 14:00:20
BEA	BEA-1363	Bogue	2017-02-24 11:39:35	2017-02-24 16:42:21	0	Réalisé	2017-02-24 11:39:35	2017-02-28 11:10:49
ZMTR	ZMTR-521	Tâche	2017-02-27 10:46:26	NULL	NULL	Fait	2017-02-27 10:46:26	2017-02-27 15:58:18
BEA	BEA-1364	Story	2017-02-27 11:05:42	2017-02-27 11:05:47	0	Fermé	2017-02-27 11:05:42	2017-02-28 16:29:28
BEA	BEA-1365	Sous-tâche	2017-02-27 11:43:44	NULL	NULL	Fait	2017-02-27 11:43:44	2017-02-27 16:09:36
BEA	BEA-1366	Sous-tâche	2017-02-27 11:43:57	NULL	NULL	Fait	2017-02-27 11:43:57	2017-02-28 11:07:30
BOA	BOA-1425	Bogue	2017-03-01 13:40:19	2017-03-01 13:40:26	0	Réalisé	2017-03-01 13:40:19	2017-03-01 18:35:27
IOT	IOT-25	Tâche	2017-03-01 14:53:34	NULL	NULL	En cours	2017-03-01 14:53:34	2017-03-01 14:54:07
BEA	BEA-1367	Story	2017-03-02 11:29:14	2017-03-02 11:29:53	0	En Affinage	2017-03-02 11:29:14	2017-03-02 14:38:12
